fecha,planta,linea_produccion,turno,operario,supervisor,etapa_proceso,tipo_producto,talla,color,unidades_producidas,tela_utilizada_m2,tiempo_operacion_min,tiempo_paro_min,costo_tela_m2_usd,costo_unitario_usd,unidades_defectuosas,unidades_retrabajo,tela_desperdiciada_m2,costo_desperdicio_usd,tipo_defecto,causa_raiz,porcentaje_defectos,porcentaje_merma_tela,eficiencia_linea,CRITICIDAD
3/26/2026,Planta C,L3,Dia,Evy Dunstone,Dulciana Sconce,Costura,Basica,S,Blanco,225,126,431,3,5,3,31,12,7.24,129.2,Costura defectuosa,Error humano,0.0,0.0575,0.0,Bajo
3/27/2026,Planta A,L8,Dia,Myrtia Dohr,Maia McCaffrey,Costura,Basica,S,Blanco,218,172,162,68,8,4,31,32,11.13,213.04,Medida incorrecta,Falla maquina,0.0,0.0647,1.0,Bajo
3/29/2026,Planta B,L9,Tarde,Elset Andrew,Cassie Pengelley,Costura,Basica,M,Rojo,367,150,157,9,8,18,60,45,25.06,1280.48,Costura defectuosa,Proceso ineficiente,0.0,0.1671,2.0,Bajo
3/9/2026,Planta A,L1,Tarde,Irving Compfort,Lise Flips,Costura,Premium,L,Negro,348,228,244,74,3,3,84,61,36.37,361.11,Costura defectuosa,Materia prima defectuosa,0.0,0.1595,1.0,Bajo
3/15/2026,Planta A,L1,Noche,Robinett Foulsham,Rea Aireton,Acabado,Basica,L,Gris,93,267,321,84,2,21,32,7,28.97,729.94,Corte incorrecto,Materia prima defectuosa,0.0,0.1085,0.0,Bajo
3/28/2026,Planta B,L5,Dia,Ferdinande Perillo,Olenka Becket,Acabado,Basica,XL,Rojo,375,107,112,100,2,15,23,25,17.96,380.92,Tela danada,Error humano,0.0,0.1679,3.0,Critico
3/2/2026,Planta B,L4,Noche,Cele Weeds,Drucill Spurling,Corte,Premium,S,Blanco,134,171,414,103,7,19,66,21,67.8,1728.6,Mancha,Error humano,0.0,0.3965,0.0,Critico
3/24/2026,Planta B,L3,Noche,Georgetta Duddy,Cleopatra Easom,Costura,Basica,S,Gris,244,68,444,22,2,4,54,37,2.81,221.62,Mancha,Error humano,0.0,0.0413,0.0,Bajo
3/12/2026,Planta A,L7,Noche,Marget Janway,Pierson Dodgshon,Costura,Premium,M,Rojo,153,251,115,65,7,16,36,8,8.81,637.67,Mancha,Proceso ineficiente,0.0,0.0351,1.0,Bajo
3/29/2026,Planta B,L6,Tarde,Boote McClaurie,Hilary Do Rosario,Costura,Premium,L,Negro,113,64,417,64,2,17,18,9,9.31,324.62,Corte incorrecto,Proceso ineficiente,0.0,0.1455,0.0,Bajo
3/9/2026,Planta A,L7,Dia,Arabela Girogetti,Keslie Sarvar,Calidad,Premium,L,Rojo,171,177,68,45,3,19,36,15,26.86,764.58,Tela danada,Falla maquina,0.0,0.1518,2.0,Bajo
3/8/2026,Planta B,L5,Noche,Leanna Gowanlock,Gates Zarb,Acabado,Premium,XL,Rojo,468,200,156,14,2,20,213,39,38.79,4337.58,Mancha,Materia prima defectuosa,0.0,0.194,3.0,Critico
3/28/2026,Planta B,L10,Dia,Catriona Alday,Luce Bruford,Corte,Basica,S,Rojo,188,107,320,116,6,22,13,28,26.55,445.3,Costura defectuosa,Materia prima defectuosa,0.0,0.2481,0.0,Critico
3/20/2026,Planta B,L9,Dia,Dolores Van Dijk,Lonna Patel,Acabado,Premium,S,Negro,171,94,426,90,4,11,17,20,13.83,242.32,Costura defectuosa,Falla maquina,0.0,0.1471,0.0,Bajo
3/29/2026,Planta A,L2,Dia,Derwin Bratty,Corey Mines,Acabado,Basica,M,Azul,445,182,124,77,4,22,28,78,36.39,761.56,Tela danada,Error humano,0.0,0.1999,3.0,Bajo
3/27/2026,Planta B,L9,Noche,Casie Bowes,Carlie Hannond,Corte,Basica,L,Negro,291,231,280,46,8,16,92,22,89.57,2188.56,Corte incorrecto,Materia prima defectuosa,0.0,0.3877,1.0,Critico
3/11/2026,Planta B,L6,Tarde,Jaime Delion,Anissa Shakshaft,Calidad,Deportiva,XL,Gris,259,57,173,46,3,18,55,20,7.94,1013.82,Corte incorrecto,Materia prima defectuosa,0.0,0.1393,1.0,Bajo
3/16/2026,Planta C,L7,Tarde,Ogdan Flagg,Reine Collington,Corte,Basica,XL,Blanco,336,149,346,53,2,23,37,40,24.04,899.08,Costura defectuosa,Materia prima defectuosa,0.0,0.1613,0.0,Bajo
3/18/2026,Planta B,L7,Tarde,Liam Fursse,Elvera Ryland,Corte,Deportiva,XL,Azul,209,92,109,89,3,17,21,32,13.97,398.91,Costura defectuosa,Falla maquina,0.0,0.1518,1.0,Bajo
3/24/2026,Planta A,L8,Noche,Karalynn Bridie,Davin Ebbers,Acabado,Basica,L,Blanco,168,56,134,80,6,19,82,30,10.68,1622.08,Corte incorrecto,Proceso ineficiente,0.0,0.1907,1.0,Bajo
3/11/2026,Planta B,L3,Dia,Katy Beazer,Flss Le Huquet,Costura,Premium,L,Rojo,141,251,314,14,6,9,32,17,30.44,470.64,Medida incorrecta,Falla maquina,0.0,0.1213,0.0,Bajo
3/19/2026,Planta A,L1,Tarde,Denna Congrave,Gregor Eccles,Costura,Premium,L,Rojo,165,234,391,88,3,23,12,30,38.27,390.81,Corte incorrecto,Proceso ineficiente,0.0,0.1635,0.0,Bajo
3/22/2026,Planta B,L5,Tarde,Esther Iskov,Irina Coggeshall,Costura,Deportiva,L,Gris,325,112,468,34,4,4,60,37,16.01,304.04,Tela danada,Falla maquina,0.0,0.1429,0.0,Bajo
3/26/2026,Planta C,L9,Tarde,Edouard Loyley,Irene Croyden,Calidad,Deportiva,S,Blanco,410,220,439,46,5,15,62,34,30.87,1084.35,Corte incorrecto,Error humano,0.0,0.1403,0.0,Bajo
3/26/2026,Planta C,L6,Tarde,Annecorinne Grinikhinov,Francklyn McKern,Acabado,Premium,S,Azul,152,258,446,66,7,24,15,9,28.31,558.17,Corte incorrecto,Falla maquina,0.0,0.1097,0.0,Bajo
3/3/2026,Planta A,L7,Noche,Dolly Mougenel,Olva Gaye,Calidad,Premium,S,Blanco,85,196,470,80,2,9,41,10,11.51,392.02,Costura defectuosa,Error humano,0.0,0.0587,0.0,Bajo
3/10/2026,Planta B,L4,Dia,Yank Goosnell,Giacinta Mcettrick,Corte,Deportiva,S,Blanco,237,288,397,30,7,24,13,14,103.54,1036.78,Costura defectuosa,Proceso ineficiente,0.0,0.3595,0.0,Bajo
3/3/2026,Planta C,L10,Noche,Fabien Farrears,Tiff Durman,Calidad,Premium,M,Azul,150,158,293,12,4,4,73,9,22.76,383.04,Costura defectuosa,Falla maquina,0.0,0.1441,0.0,Bajo
3/15/2026,Planta B,L1,Dia,Georgianna Kain,Loreen Peatt,Acabado,Basica,L,Blanco,476,185,174,119,5,4,68,25,6.24,303.2,Medida incorrecta,Falla maquina,0.0,0.0337,2.0,Critico
3/25/2026,Planta B,L9,Dia,Lavinia Matuszynski,Arabela Boyda,Calidad,Deportiva,M,Blanco,376,237,337,110,8,14,65,61,9.61,986.88,Tela danada,Materia prima defectuosa,0.0,0.0405,1.0,Critico
3/4/2026,Planta A,L5,Noche,Ara Mutlow,Yank Creaney,Costura,Premium,XL,Gris,100,267,91,100,3,15,38,13,30.57,661.71,Costura defectuosa,Falla maquina,0.0,0.1145,1.0,Critico
3/13/2026,Planta A,L7,Noche,Coletta Hagstone,Rebecca Kemball,Costura,Premium,L,Gris,156,260,188,107,8,4,37,12,19.11,300.88,Medida incorrecta,Error humano,0.0,0.0735,0.0,Critico
3/7/2026,Planta A,L2,Dia,Kelcie Fussell,Adey Coils,Costura,Deportiva,XL,Azul,339,246,423,14,8,4,60,36,30.75,486.0,Corte incorrecto,Falla maquina,0.0,0.125,0.0,Bajo
3/9/2026,Planta C,L9,Tarde,Imogene Seifert,Sonnie Camacho,Corte,Basica,S,Azul,321,262,440,75,4,6,39,28,69.92,513.68,Corte incorrecto,Error humano,0.0,0.2669,0.0,Bajo
3/10/2026,Planta B,L5,Tarde,Jacquelynn Ginnell,Barthel Yantsurev,Acabado,Basica,L,Gris,335,224,433,80,3,10,17,24,7.32,191.96,Tela danada,Materia prima defectuosa,0.0,0.0327,0.0,Bajo
3/29/2026,Planta B,L7,Noche,Berty Macy,Les Tommasi,Acabado,Premium,L,Gris,117,255,255,7,5,6,53,17,43.18,533.9,Tela danada,Error humano,0.0,0.1693,0.0,Bajo
3/18/2026,Planta A,L2,Tarde,Bink Markwell,Klarika Rideout,Acabado,Basica,S,Azul,437,204,325,88,2,24,43,26,12.41,1056.82,Mancha,Materia prima defectuosa,0.0,0.0608,1.0,Bajo
3/13/2026,Planta A,L4,Dia,Suzann Mc Coughan,Jock Jonin,Costura,Basica,XL,Blanco,438,187,362,27,2,14,23,46,7.05,336.1,Costura defectuosa,Error humano,0.0,0.0377,1.0,Bajo
3/21/2026,Planta B,L9,Dia,Vivian Lunnon,Davidde Pearne,Costura,Premium,M,Blanco,272,221,311,91,8,4,54,40,32.94,479.52,Corte incorrecto,Materia prima defectuosa,0.0,0.149,0.0,Critico
3/8/2026,Planta B,L2,Tarde,Celestyn Gait,Willey Doerr,Corte,Premium,S,Azul,320,278,175,46,4,18,63,50,62.33,1383.32,Tela danada,Proceso ineficiente,0.0,0.2242,1.0,Bajo
3/13/2026,Planta B,L3,Noche,Chrissy Tevlin,Aindrea Ashfield,Calidad,Deportiva,M,Rojo,272,247,432,13,3,16,78,33,27.34,1330.02,Medida incorrecta,Proceso ineficiente,0.0,0.1107,0.0,Bajo
3/8/2026,Planta C,L3,Dia,Lammond Jordeson,Nichol Izakov,Corte,Deportiva,M,Rojo,459,54,250,19,3,14,106,79,12.21,1520.63,Corte incorrecto,Materia prima defectuosa,0.0,0.2261,1.0,Bajo
3/19/2026,Planta C,L4,Noche,Courtney Rehor,Ianthe Battista,Calidad,Basica,M,Negro,386,266,319,49,2,7,108,76,14.4,784.8,Costura defectuosa,Materia prima defectuosa,0.0,0.0541,1.0,Bajo
3/8/2026,Planta A,L1,Dia,Rosemonde Dewar,Alessandra O'Cridigan,Corte,Basica,L,Azul,158,185,294,17,7,12,16,16,30.77,407.39,Medida incorrecta,Proceso ineficiente,0.0,0.1663,0.0,Bajo
3/10/2026,Planta A,L4,Dia,Ruth Cossins,Casar MacKissack,Acabado,Deportiva,S,Gris,446,133,188,9,4,4,88,36,11.98,399.92,Tela danada,Falla maquina,0.0,0.0901,2.0,Bajo
3/5/2026,Planta C,L6,Dia,Berget Le Gall,Ray Shufflebotham,Calidad,Basica,XL,Gris,100,139,376,49,7,24,17,6,13.81,504.67,Medida incorrecta,Error humano,0.0,0.0994,0.0,Bajo
3/27/2026,Planta C,L3,Noche,Aigneis Klimko,Editha Rodgman,Corte,Deportiva,S,Rojo,402,55,195,49,2,17,133,59,12.27,2285.54,Costura defectuosa,Proceso ineficiente,0.0,0.2231,2.0,Critico
3/16/2026,Planta A,L6,Tarde,Ted Lineham,Traver Croyden,Calidad,Premium,L,Azul,318,55,220,90,4,12,58,60,6.81,723.24,Medida incorrecta,Proceso ineficiente,0.0,0.1238,1.0,Bajo
3/12/2026,Planta C,L6,Tarde,Dory Elderidge,Jacky Tock,Calidad,Basica,XL,Azul,175,189,82,23,4,23,39,27,35.85,1040.4,Corte incorrecto,Materia prima defectuosa,0.0,0.1897,2.0,Bajo
3/26/2026,Planta B,L8,Dia,Artemas Aylmore,Sallyanne Jacketts,Corte,Deportiva,L,Blanco,360,218,417,91,6,4,59,68,81.32,723.92,Corte incorrecto,Materia prima defectuosa,0.0,0.373,0.0,Critico
3/1/2026,Planta B,L5,Noche,Phil Baynam,Siegfried Oslar,Costura,Premium,M,Blanco,350,172,290,109,7,18,90,29,34.14,1858.98,Corte incorrecto,Error humano,0.0,0.1985,1.0,Critico
3/1/2026,Planta A,L9,Tarde,Amity Haresnape,Shayla Winks,Acabado,Deportiva,L,Azul,105,82,121,62,6,5,26,10,16.4,228.4,Costura defectuosa,Materia prima defectuosa,0.0,0.2,0.0,Bajo
3/26/2026,Planta C,L1,Dia,Frederique Cusiter,Marcela Guiness,Calidad,Premium,S,Azul,239,122,100,24,3,10,21,43,11.22,243.66,Corte incorrecto,Materia prima defectuosa,0.0,0.092,2.0,Bajo
3/15/2026,Planta B,L9,Noche,Garold Dewis,Laurent Kemery,Calidad,Deportiva,XL,Negro,297,184,358,15,5,3,134,26,17.98,491.9,Costura defectuosa,Proceso ineficiente,0.0,0.0977,0.0,Bajo
3/14/2026,Planta A,L4,Tarde,Bax Gubbins,Consalve Payton,Costura,Basica,S,Rojo,493,261,107,3,7,14,82,43,47.28,1478.96,Corte incorrecto,Falla maquina,0.0,0.1811,4.0,Bajo
3/25/2026,Planta A,L9,Dia,Linc Kid,Hilda Johnes,Corte,Premium,XL,Blanco,189,200,296,12,2,16,16,15,69.07,394.14,Corte incorrecto,Error humano,0.0,0.3454,0.0,Bajo
3/9/2026,Planta A,L7,Noche,Clarance Fison,Manya Gozzard,Corte,Premium,L,Gris,156,109,368,96,3,25,68,26,11.41,1734.23,Costura defectuosa,Materia prima defectuosa,0.0,0.1047,0.0,Critico
3/30/2026,Planta A,L4,Tarde,Shaine Rudkin,Susana Winger,Corte,Premium,S,Rojo,149,142,316,65,2,9,28,10,44.06,340.12,Tela danada,Falla maquina,0.0,0.3103,0.0,Bajo
3/23/2026,Planta B,L1,Dia,Brady Holbie,Brenn De Mattei,Acabado,Deportiva,L,Gris,266,54,134,103,7,21,43,15,6.47,948.29,Corte incorrecto,Materia prima defectuosa,0.0,0.1198,1.0,Critico
3/23/2026,Planta A,L1,Tarde,Conney Feary,Sigismund Wyeld,Acabado,Basica,XL,Negro,114,236,403,3,5,22,19,16,36.3,599.5,Medida incorrecta,Falla maquina,0.0,0.1538,0.0,Bajo
3/5/2026,Planta A,L3,Noche,Seward Migheli,Herc Skelington,Acabado,Basica,M,Blanco,138,78,224,43,5,5,49,15,7.46,282.3,Costura defectuosa,Proceso ineficiente,0.0,0.0956,0.0,Bajo
3/15/2026,Planta B,L8,Tarde,Roch Mussett,Suzette Glazzard,Costura,Basica,S,Rojo,377,232,184,118,8,17,56,62,21.0,1120.0,Costura defectuosa,Falla maquina,0.0,0.0905,2.0,Critico
3/28/2026,Planta B,L4,Dia,Ham Cann,Fletcher Bushby,Costura,Deportiva,L,Azul,359,169,430,80,8,17,56,60,13.78,1062.24,Tela danada,Proceso ineficiente,0.0,0.0815,0.0,Bajo
3/18/2026,Planta B,L4,Noche,Regan Ryson,Lazare O'Corr,Costura,Deportiva,S,Negro,162,296,305,52,5,4,78,18,12.14,372.7,Corte incorrecto,Falla maquina,0.0,0.041,0.0,Bajo
3/28/2026,Planta C,L6,Dia,Laney Burwood,Rosemary Kenion,Costura,Deportiva,S,Rojo,434,288,425,79,8,3,31,52,9.41,168.28,Corte incorrecto,Error humano,0.0,0.0327,1.0,Bajo
3/1/2026,Planta A,L9,Noche,Arda Forker,Elisha Musselwhite,Calidad,Basica,XL,Azul,88,267,194,57,5,19,24,6,48.2,697.0,Corte incorrecto,Error humano,0.0,0.1805,0.0,Bajo
3/11/2026,Planta B,L3,Tarde,Giulia Schwaiger,Barbie Nockells,Calidad,Basica,L,Azul,354,293,66,9,7,21,26,23,39.52,822.64,Tela danada,Falla maquina,0.0,0.1349,5.0,Bajo
3/4/2026,Planta C,L2,Dia,Eben Campkin,Vivia Landsman,Corte,Basica,M,Azul,239,83,299,22,4,5,20,30,31.99,227.96,Costura defectuosa,Proceso ineficiente,0.0,0.3854,0.0,Bajo
3/4/2026,Planta B,L10,Dia,Jodi Durnall,Gusti Heyburn,Corte,Deportiva,M,Negro,459,75,408,73,5,8,102,65,15.67,894.35,Costura defectuosa,Falla maquina,0.0,0.2089,1.0,Bajo
3/16/2026,Planta B,L2,Tarde,Sonja Jacobi,Buck Devin,Acabado,Premium,M,Gris,101,166,67,70,3,11,23,12,28.41,338.23,Mancha,Proceso ineficiente,0.0,0.1711,1.0,Bajo
3/12/2026,Planta B,L2,Tarde,Mara Renneke,Ali Redmille,Costura,Premium,M,Gris,252,213,186,20,5,21,16,19,22.02,446.1,Tela danada,Proceso ineficiente,0.0,0.1034,1.0,Bajo
3/30/2026,Planta C,L3,Tarde,Aili Dibdall,Trista Graves,Acabado,Basica,S,Azul,237,207,268,0,5,24,39,37,27.39,1072.95,Costura defectuosa,Materia prima defectuosa,0.0,0.1323,0.0,Bajo
3/9/2026,Planta B,L9,Noche,Donni Parsonage,Levey MacGraith,Acabado,Basica,XL,Negro,128,269,411,94,8,19,61,12,48.5,1547.0,Mancha,Falla maquina,0.0,0.1803,0.0,Critico
3/21/2026,Planta C,L8,Tarde,Moise Spanswick,Berenice Lambertson,Corte,Premium,L,Gris,149,57,260,27,5,18,11,14,7.7,236.5,Corte incorrecto,Falla maquina,0.0,0.1351,0.0,Bajo
3/11/2026,Planta C,L5,Dia,Hervey Rapa,Ky Struijs,Corte,Basica,M,Azul,198,170,109,43,7,20,47,18,51.7,1301.9,Tela danada,Proceso ineficiente,0.0,0.3041,1.0,Bajo
3/6/2026,Planta C,L5,Noche,Venita Howood,Gherardo Goodhay,Corte,Deportiva,L,Rojo,197,65,276,47,2,5,83,18,15.97,446.94,Costura defectuosa,Proceso ineficiente,0.0,0.2457,0.0,Bajo
3/30/2026,Planta C,L4,Tarde,Sylvia Discombe,Thoma French,Costura,Deportiva,S,Gris,432,262,257,19,3,13,77,29,35.18,1106.54,Mancha,Error humano,0.0,0.1343,1.0,Bajo
3/4/2026,Planta A,L5,Dia,Conan Pemberton,Dodie Wathall,Costura,Basica,L,Rojo,446,137,168,60,2,4,53,89,18.61,249.22,Medida incorrecta,Error humano,0.0,0.1358,2.0,Bajo
3/27/2026,Planta A,L7,Noche,Gare Zienkiewicz,Johny Corben,Acabado,Basica,S,Azul,292,187,343,120,8,4,64,37,11.52,348.16,Mancha,Materia prima defectuosa,0.0,0.0616,0.0,Critico
3/25/2026,Planta C,L8,Tarde,Glen Clears,Rennie Blacklock,Corte,Deportiva,S,Negro,123,262,364,101,6,9,18,19,78.74,634.44,Mancha,Falla maquina,0.0,0.3005,0.0,Critico
3/13/2026,Planta B,L2,Tarde,Addison Gainseford,Justina Clayson,Calidad,Premium,XL,Negro,487,167,291,118,5,15,28,50,13.02,485.1,Medida incorrecta,Falla maquina,0.0,0.078,1.0,Critico
3/28/2026,Planta A,L1,Noche,Berkeley Senussi,Brittan Ravilus,Acabado,Premium,L,Gris,428,212,96,114,4,16,125,44,27.81,2111.24,Mancha,Proceso ineficiente,0.0,0.1312,4.0,Critico
3/13/2026,Planta A,L10,Noche,Randy Lapworth,Merilee Redsell,Costura,Deportiva,XL,Gris,393,77,372,32,4,11,116,52,4.04,1292.16,Mancha,Proceso ineficiente,0.0,0.0525,1.0,Bajo
3/16/2026,Planta C,L7,Dia,Lazar Rollings,Emmie Ligoe,Corte,Premium,M,Negro,487,270,238,105,4,10,27,73,28.44,383.76,Mancha,Materia prima defectuosa,0.0,0.1053,2.0,Critico
3/21/2026,Planta B,L5,Dia,Terry Moodey,Lucienne Germann,Costura,Deportiva,M,Negro,238,128,176,7,8,17,29,15,11.22,582.76,Costura defectuosa,Materia prima defectuosa,0.0,0.0877,1.0,Bajo
3/20/2026,Planta C,L4,Noche,Alameda Peto,Karol Richards,Acabado,Premium,XL,Gris,219,150,209,88,7,14,47,25,8.65,718.55,Medida incorrecta,Materia prima defectuosa,0.0,0.0577,1.0,Bajo
3/20/2026,Planta B,L4,Tarde,Hermann Roiz,Flinn Fiddian,Corte,Premium,S,Azul,468,162,160,105,3,11,78,84,54.92,1022.76,Medida incorrecta,Materia prima defectuosa,0.0,0.339,2.0,Critico
3/4/2026,Planta B,L5,Noche,Pooh Catonne,Vitia Gwilym,Acabado,Deportiva,XL,Negro,90,114,343,30,8,9,32,9,14.75,406.0,Costura defectuosa,Materia prima defectuosa,0.0,0.1294,0.0,Bajo
3/29/2026,Planta B,L6,Noche,Gwenny Kitchingman,Ofella Cruikshank,Acabado,Deportiva,M,Azul,137,141,278,112,7,11,62,8,21.93,835.51,Costura defectuosa,Proceso ineficiente,0.0,0.1555,0.0,Critico
3/18/2026,Planta C,L9,Noche,Dalston Buglass,Thedrick Frostdicke,Calidad,Deportiva,M,Negro,114,287,239,41,7,12,55,14,52.93,1030.51,Mancha,Falla maquina,0.0,0.1844,0.0,Bajo
3/7/2026,Planta B,L3,Tarde,Vassily Gledhall,Ram Troughton,Calidad,Premium,M,Blanco,444,174,379,69,3,5,28,33,16.59,189.77,Medida incorrecta,Error humano,0.0,0.0953,1.0,Bajo
3/13/2026,Planta B,L7,Dia,Sigfried Cornock,Kathi Braemer,Calidad,Deportiva,S,Gris,129,216,183,81,7,17,13,10,11.37,300.59,Costura defectuosa,Proceso ineficiente,0.0,0.0526,0.0,Bajo
3/8/2026,Planta A,L9,Tarde,Zsazsa McCorkell,Barbaraanne Dulen,Acabado,Deportiva,XL,Azul,197,249,308,54,6,19,33,24,15.18,718.08,Corte incorrecto,Error humano,0.0,0.061,0.0,Bajo
3/2/2026,Planta A,L5,Dia,Violetta Barriball,Kyrstin Leather,Acabado,Premium,S,Azul,441,54,196,59,8,15,105,25,4.0,1607.0,Mancha,Materia prima defectuosa,0.0,0.0741,2.0,Bajo
3/30/2026,Planta C,L4,Dia,Iain O'Lennachain,Wanids Dunphy,Acabado,Deportiva,S,Blanco,217,229,85,10,4,24,19,36,39.7,614.8,Corte incorrecto,Error humano,0.0,0.1734,2.0,Bajo
3/13/2026,Planta A,L8,Tarde,Karlik Linny,Cesar Rosbottom,Acabado,Premium,XL,Negro,371,246,264,65,7,4,79,63,40.48,599.36,Medida incorrecta,Materia prima defectuosa,0.0,0.1646,1.0,Bajo
3/2/2026,Planta A,L4,Dia,Sammie Askaw,Alvinia Alban,Calidad,Deportiva,S,Gris,363,107,426,4,7,5,48,57,21.31,389.17,Tela danada,Falla maquina,0.0,0.1992,0.0,Bajo
3/12/2026,Planta A,L3,Dia,Howard Cuttles,Veronika Swaffer,Corte,Basica,S,Gris,423,91,165,54,2,16,35,63,26.72,613.44,Medida incorrecta,Falla maquina,0.0,0.2936,2.0,Bajo
3/4/2026,Planta A,L6,Tarde,Marnia Phillips,Corenda Behnecke,Acabado,Premium,S,Rojo,163,63,423,74,2,19,35,11,6.82,678.64,Medida incorrecta,Falla maquina,0.0,0.1083,0.0,Bajo
3/30/2026,Planta A,L1,Dia,Garrard Anniwell,Christoph Bratten,Corte,Basica,M,Blanco,351,86,157,64,8,23,47,24,22.84,1263.72,Costura defectuosa,Materia prima defectuosa,0.0,0.2656,2.0,Bajo
3/29/2026,Planta C,L1,Noche,Alverta Taffie,Rogers Maycey,Corte,Premium,XL,Gris,443,117,205,8,3,3,202,29,25.54,682.62,Corte incorrecto,Error humano,0.0,0.2183,2.0,Bajo
3/14/2026,Planta C,L1,Noche,Jarid Gatchell,Idette Arnoult,Acabado,Basica,L,Negro,234,162,397,63,3,25,101,46,7.19,2546.57,Mancha,Falla maquina,0.0,0.0444,0.0,Critico
3/30/2026,Planta B,L5,Dia,Giacopo Olivi,Rubina Farnaby,Costura,Premium,S,Blanco,364,58,257,18,5,12,54,67,3.88,667.4,Corte incorrecto,Materia prima defectuosa,0.0,0.0669,1.0,Bajo
3/23/2026,Planta C,L6,Dia,Liesa Gress,Bruis Bancroft,Acabado,Premium,L,Azul,394,134,459,3,7,21,77,68,21.01,1764.07,Tela danada,Materia prima defectuosa,0.0,0.1568,0.0,Bajo
3/3/2026,Planta A,L10,Dia,Dwight Pyer,Carrie Headland,Costura,Deportiva,L,Azul,262,73,382,86,5,3,30,22,5.1,115.5,Mancha,Proceso ineficiente,0.0,0.0699,0.0,Bajo
3/22/2026,Planta B,L10,Dia,Simonne Meneux,Therine Franzonello,Acabado,Premium,XL,Blanco,280,251,273,7,2,11,23,19,48.3,349.6,Tela danada,Proceso ineficiente,0.0,0.1924,1.0,Bajo
3/12/2026,Planta A,L6,Noche,Sigismund Cornelleau,Brennan Strangeways,Costura,Premium,L,Azul,210,169,411,82,4,23,84,11,18.68,2006.72,Costura defectuosa,Falla maquina,0.0,0.1105,0.0,Critico
3/29/2026,Planta A,L3,Tarde,Bethena Gommowe,Alecia McIlherran,Acabado,Deportiva,XL,Gris,439,78,417,25,2,7,57,57,8.17,415.34,Tela danada,Error humano,0.0,0.1047,1.0,Bajo
3/10/2026,Planta C,L7,Tarde,Far Whorf,Antons Strode,Calidad,Premium,M,Blanco,344,194,416,17,4,11,38,49,33.26,551.04,Tela danada,Proceso ineficiente,0.0,0.1714,0.0,Bajo
3/9/2026,Planta C,L1,Tarde,Verene Moniker,Alethea Dutteridge,Acabado,Deportiva,M,Blanco,416,280,362,110,2,10,69,69,48.15,786.3,Costura defectuosa,Materia prima defectuosa,0.0,0.172,1.0,Critico
3/29/2026,Planta C,L7,Noche,Katina Lednor,Drusy Orys,Acabado,Premium,L,Rojo,308,172,165,92,7,20,135,58,28.12,2896.84,Mancha,Error humano,0.0,0.1635,1.0,Critico
3/25/2026,Planta B,L8,Tarde,Karol Ferrettini,Bab Franklyn,Corte,Deportiva,XL,Azul,122,82,308,119,5,21,26,11,16.31,627.55,Corte incorrecto,Error humano,0.0,0.1989,0.0,Critico
3/6/2026,Planta A,L9,Dia,Rozamond Stallan,Karen Cassam,Calidad,Deportiva,M,Azul,127,276,112,23,5,17,13,6,25.61,349.05,Corte incorrecto,Proceso ineficiente,0.0,0.0928,1.0,Bajo
3/7/2026,Planta B,L2,Tarde,Tabbatha Collister,Nestor Crossgrove,Costura,Deportiva,M,Blanco,483,97,304,107,3,17,33,54,8.95,587.85,Mancha,Error humano,0.0,0.0923,1.0,Critico
3/15/2026,Planta C,L5,Dia,Alan MacGee,Curr Redmire,Costura,Basica,L,Blanco,317,104,370,25,3,10,31,25,10.38,341.14,Tela danada,Materia prima defectuosa,0.0,0.0998,0.0,Bajo
3/9/2026,Planta C,L7,Tarde,Harold Fullylove,Ninetta Jirka,Calidad,Deportiva,XL,Azul,94,93,352,4,3,22,7,9,15.86,201.58,Corte incorrecto,Proceso ineficiente,0.0,0.1705,0.0,Bajo
3/4/2026,Planta C,L9,Tarde,Denna Itzkovsky,Jacquelin Ebbles,Corte,Basica,S,Negro,410,173,457,61,3,12,40,62,33.2,579.6,Medida incorrecta,Error humano,0.0,0.1919,0.0,Bajo
3/19/2026,Planta B,L9,Noche,Esme Qualtrough,Gwendolyn Libby,Acabado,Premium,L,Gris,81,280,284,84,5,3,22,7,54.54,338.7,Costura defectuosa,Error humano,0.0,0.1948,0.0,Bajo
3/27/2026,Planta C,L1,Tarde,Lucky McSkeagan,Giustino Crampton,Calidad,Premium,M,Gris,287,209,470,76,8,8,53,52,36.46,715.68,Medida incorrecta,Error humano,0.0,0.1744,0.0,Bajo
3/12/2026,Planta B,L7,Noche,Matti Byre,Rosella Yesipov,Costura,Basica,M,Rojo,363,199,360,47,3,3,104,25,18.66,367.98,Medida incorrecta,Materia prima defectuosa,0.0,0.0938,1.0,Bajo
3/4/2026,Planta A,L2,Dia,Adrianna Ruckman,Nadeen Whitta,Costura,Basica,S,Negro,351,291,466,48,7,22,43,55,15.38,1053.66,Tela danada,Falla maquina,0.0,0.0529,0.0,Bajo
3/14/2026,Planta C,L10,Noche,Donelle Downing,Jerry Bezarra,Acabado,Premium,M,Azul,228,89,374,45,7,21,92,25,7.51,1984.57,Costura defectuosa,Error humano,0.0,0.0844,0.0,Bajo
3/16/2026,Planta B,L6,Noche,Agosto Dearlove,Goldia Simone,Costura,Premium,M,Gris,423,150,88,3,6,25,102,50,7.08,2592.48,Tela danada,Materia prima defectuosa,0.0,0.0472,4.0,Critico
